Turning_Cut_Depth;Milling_Gear_Depth;Drilling_Surf_Quality;Drill_Pressure;Drilling_Speed;Turning_Rotation_Speed;Turning_Cut_Speed;Milling_Circle_Diameter;Drilling_Diameter;Turning_Shaft_Diameter;class
0.603;0.387;0.961;4.341;31.254;45.359;49.153;0.808;1.661;0.758;OK
0.609;0.383;0.961;1.376;29.279;44.69;49.127;0.68;1.596;0.761;OK
0.621;0.391;0.961;3.024;30.163;44.894;49.11;0.725;1.623;0.758;OK
0.613;0.385;0.962;2.793;31.1;44.509;49.13;0.799;1.591;0.761;OK
0.613;0.398;0.962;3.082;27.868;45.477;49.161;0.606;1.66;0.762;OK
0.609;0.39;0.962;4.919;29.797;45.243;49.118;0.725;1.651;0.756;OK
0.631;0.384;0.962;3.88;28.566;44.779;49.128;0.634;1.613;0.758;OK
0.61;0.396;0.962;1.477;28.38;44.739;49.133;0.62;1.615;0.759;OK
0.62;0.389;0.961;4.819;28.91;44.605;49.096;0.646;1.602;0.76;OK
0.607;0.388;0.961;1.766;28.937;44.949;49.13;0.671;1.623;0.76;OK
0.613;0.391;0.964;1.623;29.395;45.545;49.121;0.686;1.676;0.756;OK
0.608;0.388;0.961;4.543;29.849;45.321;49.143;0.723;1.662;0.762;OK
0.626;0.385;0.963;2.613;28.487;44.991;49.103;0.642;1.628;0.756;OK
0.61;0.387;0.964;1.071;29.253;45.171;49.156;0.675;1.647;0.757;OK
0.617;0.376;0.963;4.542;31.158;45.801;49.112;0.797;1.696;0.756;OK
0.617;0.382;0.963;3.767;31.103;45.242;49.091;0.792;1.643;0.753;OK
0.608;0.388;0.964;2.985;28.195;46.471;49.136;0.634;1.732;0.761;OK
0.614;0.38;0.963;2.938;30.336;46.299;49.132;0.737;1.727;0.755;OK
0.634;0.379;0.964;3.114;31.878;44.76;49.167;0.83;1.601;0.756;OK
0.627;0.381;0.963;1.943;30.923;45.234;49.158;0.795;1.663;0.761;OK
0.626;0.373;0.964;1.659;30.915;45.26;49.13;0.793;1.637;0.755;OK
0.639;0.39;0.965;3.017;29.946;45.95;49.105;0.724;1.699;0.754;OK
0.625;0.383;0.963;1.805;29.611;45.747;49.125;0.701;1.681;0.755;OK
0.607;0.382;0.963;2.312;29.66;45.253;49.144;0.715;1.664;0.753;OK
0.618;0.38;0.964;3.726;30.585;45.349;49.126;0.758;1.662;0.759;OK
0.603;0.389;0.962;3.449;30.193;45.808;49.139;0.759;1.686;0.758;OK
0.6;0.368;0.963;4.818;30.122;46.233;49.168;0.725;1.714;0.763;OK
0.612;0.38;0.962;3.936;32.024;44.925;49.113;0.855;1.619;0.75;OK
0.61;0.377;0.963;4.887;30.371;46.343;49.127;0.757;1.732;0.76;OK
0.591;0.38;0.962;4.977;29.687;45.357;49.124;0.682;1.658;0.759;OK
0.602;0.382;0.963;1.445;28.908;44.885;49.143;0.685;1.629;0.759;OK
0.603;0.378;0.962;4.255;29.058;45.687;49.138;0.671;1.668;0.761;OK
0.583;0.379;0.962;3.471;29.116;45.519;49.141;0.666;1.659;0.753;OK
0.589;0.377;0.962;2.777;30.529;44.966;49.105;0.753;1.623;0.759;OK
0.604;0.369;0.963;1.826;29.502;46.167;49.14;0.686;1.71;0.757;OK
0.62;0.382;0.961;1.035;28.663;46.222;49.151;0.653;1.728;0.758;OK
0.596;0.372;0.961;2.886;28.949;45.445;49.088;0.673;1.668;0.76;OK
0.598;0.367;0.962;3.532;29.298;45.712;49.147;0.678;1.676;0.76;OK
0.6;0.382;0.961;1.515;26.79;45.844;49.134;0.548;1.696;0.756;OK
0.585;0.386;0.96;4.678;27.788;45.349;49.11;0.6;1.66;0.759;OK
0.597;0.385;0.962;2.051;27.572;45.726;49.153;0.589;1.677;0.758;OK
0.589;0.385;0.961;4.113;29.98;45.769;49.107;0.721;1.689;0.756;OK
0.603;0.389;0.961;1.251;30.443;45.848;49.146;0.757;1.695;0.758;OK
0.602;0.38;0.96;2.899;30.212;45.255;49.112;0.716;1.649;0.762;OK
0.598;0.39;0.962;1.696;29.694;46.226;49.115;0.709;1.722;0.758;OK
0.598;0.383;0.962;4.065;30.141;46.045;49.128;0.747;1.694;0.759;OK
0.599;0.386;0.962;1.213;28.99;45.09;49.145;0.664;1.642;0.757;OK
0.597;0.383;0.961;4.953;27.935;45.985;49.127;0.587;1.691;0.757;OK
0.592;0.396;0.96;3.106;30.891;46.031;49.109;0.767;1.709;0.76;OK
0.606;0.384;0.96;2.66;28.18;45.859;49.122;0.624;1.69;0.756;OK
0.607;0.383;0.961;1.782;29.496;45.597;49.179;0.715;1.672;0.768;OK
0.593;0.387;0.961;2.079;27.616;45.832;49.129;0.572;1.7;0.761;OK
0.599;0.385;0.96;3.329;27.212;46.192;49.134;0.552;1.716;0.759;OK
0.612;0.394;0.962;1.734;27.689;46.145;49.137;0.579;1.719;0.762;OK
0.607;0.387;0.962;1.964;29.621;46.343;49.172;0.714;1.738;0.767;OK
0.612;0.383;0.96;1.11;28.262;45.778;49.089;0.631;1.685;0.761;OK
0.616;0.395;0.96;3.04;30.342;45.835;49.132;0.739;1.698;0.756;OK
0.62;0.384;0.961;2.175;30.42;45.192;49.108;0.746;1.647;0.757;OK
0.613;0.391;0.961;3.41;29.948;46.162;49.111;0.747;1.721;0.757;OK
0.61;0.381;0.961;3.677;29.48;45.751;49.132;0.696;1.687;0.756;OK
0.608;0.386;0.962;3.275;30.387;46.197;49.14;0.757;1.718;0.759;OK
0.609;0.391;0.963;3.991;30.344;45.497;49.126;0.758;1.667;0.76;OK
0.613;0.4;0.962;1.316;30.026;45.667;49.111;0.739;1.675;0.753;OK
0.616;0.395;0.963;2.114;31.566;45.259;49.137;0.843;1.636;0.758;OK
0.601;0.386;0.96;3.742;29.917;45.077;49.095;0.709;1.635;0.759;OK
0.603;0.395;0.962;2.123;30.691;44.894;49.135;0.761;1.624;0.757;OK
0.604;0.389;0.962;4.827;31.022;45.684;49.104;0.795;1.679;0.758;OK
0.613;0.394;0.963;2.22;31.239;46.063;49.119;0.795;1.695;0.76;OK
0.603;0.389;0.961;4.331;29.399;45.005;49.154;0.712;1.629;0.757;OK
0.602;0.396;0.961;1.614;30.331;45.613;49.14;0.74;1.675;0.756;OK
0.602;0.382;0.962;2.592;30.477;45.16;49.09;0.738;1.654;0.76;OK
0.586;0.395;0.961;1.841;30.188;44.703;49.115;0.741;1.605;0.759;OK
0.591;0.382;0.962;3.79;29.813;44.895;49.133;0.704;1.62;0.76;OK
0.598;0.396;0.961;4.935;30.857;44.531;49.11;0.776;1.594;0.761;OK
0.597;0.391;0.963;4.521;30.276;45.185;49.142;0.74;1.646;0.766;OK
0.601;0.388;0.962;2.925;30.624;45.685;49.139;0.771;1.684;0.757;OK
0.597;0.391;0.961;4.832;29.052;44.738;49.114;0.659;1.613;0.76;OK
0.598;0.391;0.961;1.4;28.431;45.147;49.103;0.638;1.643;0.757;OK
0.599;0.392;0.963;1.228;31.316;44.687;49.152;0.798;1.605;0.765;OK
0.602;0.4;0.961;1.609;29.586;45.867;49.11;0.689;1.689;0.76;OK
0.601;0.407;0.961;1.424;30.176;44.741;49.169;0.745;1.61;0.764;OK
0.591;0.403;0.961;2.307;30.811;44.752;49.103;0.774;1.623;0.762;OK
0.591;0.396;0.961;2.323;29.472;45.151;49.122;0.716;1.639;0.761;OK
0.6;0.392;0.963;4.682;28.812;45.683;49.105;0.67;1.694;0.762;OK
0.596;0.395;0.961;1.717;29.114;45.446;49.137;0.668;1.658;0.76;OK
0.601;0.401;0.962;2.69;29.093;45.099;49.112;0.688;1.637;0.759;OK
0.594;0.402;0.962;2.215;27.923;44.521;49.118;0.605;1.603;0.76;OK
0.597;0.396;0.961;2.811;28.217;45.107;49.14;0.624;1.637;0.76;OK
0.595;0.4;0.96;1.556;29.218;45.974;49.166;0.658;1.702;0.762;OK
0.614;0.394;0.961;3.357;28.905;45.759;49.122;0.666;1.683;0.759;OK
0.611;0.393;0.962;3.826;29.675;45.57;49.167;0.71;1.678;0.766;OK
0.606;0.399;0.961;4.284;27.692;44.343;49.138;0.566;1.569;0.763;OK
0.602;0.388;0.959;4.489;28.725;45.395;49.118;0.66;1.665;0.759;OK
0.605;0.397;0.96;4.637;28.09;45.693;49.119;0.619;1.681;0.764;OK
0.603;0.386;0.962;3.456;28.552;45.572;49.147;0.644;1.676;0.763;OK
0.613;0.388;0.96;4.577;27.536;45.225;49.115;0.583;1.647;0.761;OK
0.605;0.387;0.961;2.888;27.811;45.331;49.114;0.585;1.657;0.763;OK
0.605;0.394;0.961;3.625;29.118;45.629;49.14;0.686;1.674;0.762;OK
0.608;0.392;0.962;2.159;27.765;45.283;49.117;0.582;1.65;0.757;OK
0.614;0.388;0.962;3.517;28.914;44.976;49.124;0.655;1.628;0.758;OK
0.606;0.398;0.959;1.067;29.395;45.526;49.122;0.687;1.668;0.762;OK
0.605;0.383;0.961;4.972;28.199;45.471;49.105;0.604;1.659;0.758;OK
0.629;0.388;0.96;1.546;27.89;44.564;49.139;0.619;1.6;0.764;OK
0.609;0.39;0.963;2.75;27.017;45.743;49.145;0.546;1.689;0.759;OK
0.608;0.387;0.961;3.662;27.294;45.398;49.105;0.567;1.659;0.76;OK
0.612;0.386;0.961;3.595;30.173;45.756;49.156;0.747;1.688;0.766;OK
0.599;0.391;0.961;2.818;28.11;45.336;49.129;0.623;1.654;0.758;OK
0.6;0.394;0.961;1.821;29.229;45.628;49.14;0.689;1.654;0.757;OK
0.598;0.383;0.962;1.638;29.882;45.487;49.094;0.719;1.667;0.762;OK
0.606;0.385;0.962;3.425;28.931;45.318;49.146;0.677;1.645;0.765;OK
0.595;0.395;0.963;1.056;28.867;45.615;49.13;0.658;1.68;0.754;OK
0.595;0.405;0.963;3.239;28.878;44.403;49.126;0.661;1.583;0.759;OK
0.597;0.395;0.96;4.421;30.608;45.076;49.117;0.773;1.646;0.763;OK
0.598;0.399;0.961;3.69;29.536;44.939;49.133;0.703;1.632;0.757;OK
0.609;0.401;0.963;4.668;29.294;45.542;49.135;0.678;1.663;0.76;OK
0.59;0.405;0.961;3.52;28.845;45.403;49.176;0.655;1.653;0.766;OK
0.595;0.399;0.961;1.577;30.81;45.021;49.143;0.765;1.631;0.765;OK
0.594;0.395;0.962;4.215;30.173;44.711;49.119;0.752;1.61;0.765;OK
0.588;0.4;0.962;2.95;29.592;45.764;49.126;0.711;1.687;0.761;OK
0.596;0.398;0.96;3.275;28.788;45.418;49.13;0.624;1.67;0.764;OK
0.597;0.403;0.961;4.448;28.878;44.881;49.105;0.661;1.622;0.762;OK
0.583;0.405;0.962;4.33;30.452;45.255;49.126;0.762;1.64;0.765;OK
0.59;0.405;0.962;4.432;28.593;44.583;49.119;0.617;1.599;0.766;OK
0.611;0.411;0.961;3.721;29.121;45.003;49.148;0.674;1.635;0.764;OK
0.59;0.397;0.963;3.357;28.968;45.336;49.133;0.662;1.658;0.76;OK
0.599;0.412;0.96;2.396;29.308;45.393;49.116;0.697;1.66;0.764;OK
0.598;0.402;0.96;4.025;28.468;45.651;49.112;0.602;1.68;0.763;OK
0.598;0.398;0.96;2.054;28.952;45.607;49.136;0.669;1.681;0.763;OK
0.575;0.405;0.961;3.133;28.272;44.961;49.125;0.591;1.628;0.763;OK
0.574;0.393;0.961;2.439;28.723;45.409;49.123;0.69;1.654;0.764;OK
0.596;0.391;0.962;4.406;28.449;44.328;49.143;0.637;1.574;0.762;OK
0.595;0.398;0.96;1.787;28.969;45.136;49.149;0.662;1.637;0.762;OK
0.595;0.402;0.961;4.258;29.1;44.847;49.123;0.671;1.617;0.762;OK
0.603;0.399;0.96;1.77;27.291;44.466;49.163;0.567;1.593;0.764;OK
0.605;0.398;0.961;4.991;28.214;45.029;49.132;0.637;1.634;0.762;OK
0.597;0.393;0.959;3.789;29.13;43.609;49.118;0.672;1.523;0.763;OK
0.606;0.397;0.961;1.985;27.291;44.328;49.165;0.581;1.579;0.763;OK
0.611;0.397;0.96;1.582;27.372;44.95;49.104;0.548;1.617;0.76;OK
0.606;0.388;0.961;4.31;26.347;45.476;49.134;0.486;1.675;0.761;OK
0.61;0.4;0.961;1.091;27.781;45.517;49.135;0.589;1.664;0.761;OK
0.606;0.397;0.961;3.096;29.351;45.848;49.106;0.684;1.695;0.765;OK
0.603;0.394;0.962;1.764;28.547;46.414;49.125;0.655;1.738;0.761;OK
0.603;0.391;0.962;1.269;27.869;45.726;49.124;0.606;1.677;0.758;OK
0.61;0.388;0.961;4.432;28.923;44.621;49.117;0.683;1.6;0.767;OK
0.612;0.397;0.961;1.956;28.856;46.117;49.09;0.673;1.717;0.764;OK
0.608;0.392;0.962;3.103;26.131;46.68;49.104;0.495;1.763;0.761;OK
0.62;0.386;0.961;4.229;27.043;46.067;49.146;0.545;1.713;0.761;OK
0.611;0.39;0.962;1.664;27.083;45.868;49.106;0.518;1.697;0.763;OK
0.599;0.391;0.96;2.414;26.992;46.235;49.114;0.551;1.727;0.761;OK
0.611;0.391;0.961;3.056;26.071;46.615;49.128;0.486;1.753;0.769;OK
0.613;0.392;0.962;1.812;28.221;45.861;49.138;0.618;1.698;0.763;OK
0.601;0.389;0.963;4.291;28.018;46.751;49.152;0.597;1.761;0.755;OK
0.624;0.381;0.962;1.545;28.395;45.686;49.121;0.654;1.677;0.757;OK
0.609;0.386;0.962;1.83;30.344;45.512;49.186;0.747;1.662;0.767;OK
0.626;0.385;0.963;1.944;30.302;45.024;49.124;0.698;1.633;0.761;OK
0.614;0.397;0.962;4.895;30.859;44.788;49.131;0.768;1.611;0.763;OK
0.612;0.382;0.962;3.084;29.804;45.105;49.131;0.713;1.638;0.764;OK
0.597;0.395;0.963;2.898;28.824;45.952;49.144;0.666;1.71;0.76;OK
0.606;0.38;0.962;4.249;29.044;45.916;49.155;0.68;1.706;0.766;OK
0.601;0.388;0.963;2.215;30.554;45.692;49.108;0.766;1.673;0.758;OK
0.603;0.403;0.962;4.372;29.605;45.429;49.127;0.715;1.656;0.759;OK
0.596;0.388;0.963;2.186;30.029;44.57;49.119;0.737;1.599;0.764;OK
0.58;0.389;0.963;1.28;30.204;43.441;49.126;0.736;1.521;0.762;OK
0.583;0.392;0.961;1.105;30.508;45.524;49.116;0.787;1.675;0.761;OK
0.584;0.389;0.962;4.797;30.402;45.44;49.143;0.75;1.663;0.765;OK
0.59;0.4;0.962;1.018;30.911;45.928;49.13;0.787;1.705;0.766;OK
0.576;0.406;0.962;2.379;30.102;45.155;49.13;0.735;1.645;0.763;OK
0.577;0.396;0.961;1.729;31.944;44.506;49.134;0.84;1.597;0.765;OK
0.588;0.394;0.963;2.254;29.052;45.205;49.121;0.666;1.639;0.77;OK
0.586;0.406;0.96;3.77;29.271;45.137;49.137;0.684;1.638;0.765;OK
0.578;0.398;0.962;3.904;29.323;45.377;49.155;0.697;1.662;0.767;OK
0.581;0.398;0.961;4.464;30.926;45.322;49.145;0.778;1.654;0.763;OK
0.587;0.401;0.96;3.654;29.499;44.973;49.178;0.699;1.623;0.77;OK
0.582;0.391;0.961;3.231;29.346;44.398;49.152;0.684;1.581;0.762;OK
0.594;0.399;0.96;1.715;29.835;45.13;49.15;0.713;1.643;0.765;OK
0.584;0.402;0.962;2.839;28.295;45.411;49.147;0.605;1.666;0.765;OK
0.588;0.397;0.961;4.514;28.323;46.459;49.128;0.628;1.739;0.766;OK
0.597;0.406;0.961;4.282;26.601;45.381;49.149;0.509;1.663;0.769;OK
0.597;0.402;0.96;3.91;28.574;45.755;49.095;0.622;1.688;0.766;OK
0.607;0.391;0.961;1.645;26.444;45.463;49.148;0.506;1.662;0.764;OK
0.608;0.403;0.96;2.6;26.795;45.316;49.128;0.522;1.659;0.76;OK
0.592;0.405;0.96;3.042;27.556;45.516;49.136;0.545;1.669;0.761;OK
0.599;0.403;0.96;1.873;27.477;45.162;49.137;0.565;1.639;0.763;OK
0.618;0.402;0.959;1.064;27.631;44.456;49.144;0.58;1.593;0.761;OK
0.587;0.399;0.96;3.77;26.597;44.697;49.122;0.515;1.607;0.761;OK
0.619;0.408;0.961;1.506;27.093;44.653;49.12;0.563;1.609;0.765;OK
0.61;0.408;0.961;1.905;27.89;44.641;49.117;0.59;1.587;0.764;OK
0.598;0.4;0.962;3.68;27.592;44.667;49.073;0.583;1.6;0.766;OK
0.613;0.401;0.962;4.032;27.057;45.316;49.15;0.534;1.638;0.761;OK
0.605;0.383;0.962;2.268;28.313;44.408;49.163;0.623;1.586;0.765;OK
0.626;0.397;0.961;1.288;29.48;44.249;49.145;0.696;1.568;0.76;OK
0.606;0.394;0.96;1.992;28.211;45.139;49.102;0.62;1.642;0.77;OK
0.604;0.396;0.961;1.652;27.861;46.211;49.134;0.613;1.721;0.765;OK
0.607;0.399;0.962;2.973;26.878;45.484;49.121;0.546;1.678;0.764;OK
0.615;0.389;0.962;3.098;27.383;44.242;49.138;0.574;1.578;0.767;OK
0.626;0.395;0.962;2.635;25.513;45.606;49.102;0.461;1.669;0.762;OK
0.608;0.395;0.962;4.322;26.735;45.167;49.128;0.503;1.637;0.759;OK
0.606;0.394;0.962;3.365;26.656;44.467;49.057;0.534;1.591;0.772;OK
0.612;0.4;0.961;2.179;28.803;45.455;49.099;0.662;1.671;0.764;OK
0.596;0.393;0.962;4.699;29.676;44.858;49.12;0.713;1.617;0.764;OK
0.598;0.386;0.963;3.177;29.273;44.781;49.126;0.665;1.61;0.759;OK
0.593;0.382;0.963;2.475;28.818;44.917;49.161;0.64;1.623;0.769;OK
0.599;0.39;0.962;4.826;29.059;44.813;49.132;0.65;1.609;0.76;OK
0.595;0.387;0.962;1.714;28.027;45.48;49.129;0.607;1.67;0.762;OK
0.582;0.393;0.962;4.236;28.268;45.84;49.144;0.632;1.689;0.768;OK
0.586;0.395;0.962;4.88;26.968;45.369;49.124;0.567;1.66;0.763;OK
0.588;0.395;0.962;4.313;27.943;45.356;49.131;0.595;1.665;0.764;OK
0.587;0.391;0.961;1.008;27.73;45.326;49.133;0.591;1.65;0.764;OK
0.579;0.39;0.961;1.747;29.912;44.621;49.161;0.729;1.6;0.764;OK
0.583;0.387;0.962;3.029;28.493;45.814;49.172;0.63;1.692;0.766;OK
0.576;0.392;0.961;1.869;28.852;44.909;49.129;0.661;1.631;0.762;OK
0.569;0.398;0.962;1.737;30.64;44.909;49.112;0.771;1.624;0.762;OK
0.577;0.385;0.962;2.037;29.181;44.95;49.122;0.69;1.625;0.765;OK
0.578;0.388;0.96;4.483;27.866;45.1;49.147;0.588;1.629;0.765;OK
0.585;0.387;0.962;2.506;28.583;44.928;49.109;0.642;1.642;0.761;OK
0.589;0.4;0.961;1.906;29.942;45.031;49.154;0.732;1.629;0.764;OK
0.586;0.382;0.96;1.715;28.826;44.551;49.14;0.653;1.596;0.769;OK
0.582;0.396;0.961;2.763;27.992;44.871;49.131;0.6;1.619;0.765;OK
0.593;0.4;0.961;3.296;29.222;45.429;49.132;0.679;1.66;0.762;OK
0.576;0.401;0.96;3.945;29.878;45.73;49.154;0.722;1.69;0.764;OK
0.593;0.402;0.962;2.267;28.903;45.652;49.122;0.658;1.679;0.759;OK
0.598;0.409;0.961;1.335;28.556;45.492;49.109;0.638;1.66;0.761;OK
0.595;0.406;0.961;4.097;28.107;44.698;49.148;0.612;1.603;0.766;OK
0.603;0.4;0.961;2.874;28.059;44.605;49.139;0.616;1.604;0.765;OK
0.603;0.415;0.961;4.048;28.49;44.767;49.111;0.641;1.616;0.763;OK
0.599;0.402;0.961;1.114;26.379;45.723;49.141;0.519;1.684;0.763;OK
0.598;0.4;0.96;4.628;27.693;44.954;49.133;0.577;1.62;0.759;OK
0.614;0.403;0.961;3.668;27.353;45.119;49.126;0.569;1.645;0.76;OK
0.602;0.401;0.962;1.147;26.526;44.587;49.147;0.5;1.605;0.764;OK
0.613;0.403;0.962;1.775;26.362;44.69;49.129;0.516;1.607;0.765;OK
0.606;0.412;0.962;1.019;27.619;45.666;49.11;0.594;1.679;0.762;OK
0.622;0.4;0.961;4.803;27.212;45.231;49.147;0.56;1.646;0.769;OK
0.611;0.404;0.963;4.491;25.756;45.762;49.14;0.469;1.702;0.768;OK
0.619;0.404;0.961;4.121;26.287;45.05;49.118;0.496;1.634;0.763;OK
0.624;0.404;0.961;4.563;24.631;45.469;49.131;0.421;1.668;0.758;OK
0.603;0.403;0.963;3.389;26.625;45.221;49.167;0.533;1.639;0.764;OK
0.595;0.406;0.963;2.753;25.824;45.64;49.132;0.488;1.674;0.762;OK
0.603;0.397;0.962;1.051;27.517;46.049;49.186;0.593;1.706;0.765;OK
0.618;0.408;0.963;2.532;27.669;45.187;49.148;0.588;1.643;0.763;OK
0.613;0.4;0.963;4.477;26.294;45.427;49.112;0.469;1.663;0.761;OK
0.615;0.396;0.963;4.312;25.976;45.443;49.112;0.481;1.669;0.76;OK
0.615;0.387;0.963;3.674;27.259;45.828;49.144;0.553;1.684;0.766;OK
0.616;0.395;0.963;2.545;27.205;45.162;49.137;0.557;1.643;0.76;OK
0.611;0.397;0.962;1.39;29.783;46.169;49.143;0.721;1.717;0.765;OK
0.611;0.396;0.961;1.656;29.461;45.911;49.14;0.688;1.691;0.762;OK
0.597;0.394;0.962;2.513;29.673;46.358;49.134;0.707;1.733;0.76;OK
0.605;0.399;0.963;4.732;30.083;45.558;49.105;0.713;1.671;0.762;OK
0.612;0.389;0.962;4.476;28.26;45.58;49.134;0.62;1.678;0.761;OK
0.591;0.397;0.962;1.109;31.158;45.333;49.112;0.793;1.657;0.766;OK
0.602;0.388;0.962;4.972;28.99;46.108;49.118;0.663;1.715;0.763;OK
0.59;0.395;0.962;2.698;29.357;46.162;49.14;0.674;1.716;0.768;OK
0.603;0.395;0.964;1.115;28.88;46.532;49.147;0.652;1.741;0.767;OK
0.587;0.392;0.963;4.208;29.323;45.418;49.173;0.695;1.661;0.767;OK
0.583;0.392;0.962;3.351;29.231;45.705;49.13;0.681;1.682;0.764;OK
0.589;0.392;0.964;3.599;29.653;45.782;49.128;0.716;1.678;0.763;OK
0.597;0.391;0.961;2.269;28.904;45.663;49.161;0.673;1.685;0.768;OK
0.591;0.388;0.961;1.945;28.949;45.428;49.128;0.682;1.673;0.766;OK
0.583;0.387;0.962;4.369;30.115;45.07;49.159;0.73;1.619;0.768;OK
0.583;0.389;0.961;3.107;28.974;46.322;49.127;0.663;1.728;0.767;OK
0.592;0.398;0.959;3.81;26.716;46.087;49.132;0.541;1.706;0.765;OK
0.596;0.397;0.961;1.361;29.942;45.06;49.133;0.752;1.635;0.767;OK
0.58;0.39;0.961;4.812;28.236;44.559;49.117;0.627;1.603;0.763;OK
0.59;0.392;0.961;3.266;26.998;45.234;49.132;0.539;1.636;0.766;OK
0.595;0.388;0.962;3.904;27.254;44.94;49.132;0.542;1.629;0.763;OK
0.594;0.398;0.961;2.643;29.221;44.138;49.107;0.68;1.566;0.764;OK
0.583;0.402;0.96;3.64;27.175;45.083;49.166;0.57;1.635;0.763;OK
0.59;0.394;0.962;4.915;27.445;45.403;49.126;0.578;1.667;0.763;OK
0.579;0.402;0.96;2.965;28.221;45.535;49.117;0.604;1.662;0.764;OK
0.591;0.396;0.961;2.944;27.02;46.084;49.16;0.55;1.711;0.767;OK
0.604;0.393;0.96;3.064;28.715;45.477;49.135;0.652;1.679;0.768;OK
0.594;0.403;0.962;1.186;27.204;45.089;49.121;0.535;1.64;0.758;OK
0.594;0.402;0.961;4.996;27.565;45.293;49.131;0.58;1.661;0.763;OK
0.592;0.398;0.961;3.027;25.997;45.17;49.14;0.497;1.643;0.761;OK
0.595;0.4;0.961;3.574;28.553;45.116;49.132;0.643;1.637;0.765;OK
0.614;0.405;0.961;1.853;27.088;45.726;49.158;0.536;1.689;0.762;OK
0.6;0.41;0.961;2.464;26.258;43.966;49.134;0.501;1.559;0.763;OK
0.615;0.416;0.962;2.94;28.232;44.258;49.118;0.613;1.574;0.762;OK
0.608;0.412;0.961;4.061;27.78;44.215;49.13;0.607;1.575;0.761;OK
0.604;0.411;0.962;4.148;27.351;44.55;49.147;0.574;1.594;0.761;OK
0.609;0.417;0.962;4.6;27.518;43.865;49.154;0.594;1.542;0.762;OK
0.61;0.406;0.963;4.141;27.999;44.62;49.142;0.617;1.6;0.765;OK
0.602;0.407;0.962;3.426;26.925;44.937;49.151;0.531;1.617;0.765;OK
0.608;0.415;0.963;4.387;27.536;44.23;49.13;0.567;1.574;0.758;OK
0.608;0.405;0.963;4.812;28.59;44.857;49.133;0.651;1.613;0.762;OK
0.605;0.409;0.962;2.211;27.34;44.627;49.164;0.585;1.605;0.761;OK
0.613;0.398;0.962;1.503;28.056;43.363;49.122;0.611;1.509;0.765;OK
0.596;0.4;0.962;2.543;27.248;45.27;49.124;0.572;1.65;0.764;OK
0.609;0.401;0.962;2.75;29.679;44.762;49.129;0.705;1.604;0.766;OK
0.617;0.398;0.963;4.712;29.369;44.451;49.14;0.714;1.596;0.762;OK
0.611;0.399;0.962;3.577;27.665;44.94;49.12;0.588;1.616;0.762;OK
0.645;0.286;0.088;3.094;34.171;45.278;49.182;0.985;1.652;0.105;Failure
0.617;0.29;0.087;2.99;35.493;45.184;49.174;1.066;1.645;0.105;Failure
0.606;0.261;0.086;1.884;34.936;45.47;49.174;1.032;1.666;0.104;Failure
0.636;0.274;0.085;3.014;34.507;45.51;49.201;1.005;1.669;0.104;Failure
0.631;0.298;0.085;2.772;34.679;45.322;49.157;1.015;1.655;0.104;Failure
0.631;0.313;0.086;1.316;35.432;45.238;49.163;1.062;1.649;0.104;Failure
0.624;0.32;0.087;3.186;34.429;44.587;49.18;1.0;1.601;0.106;Failure
0.657;0.31;0.088;4.127;33.691;44.077;49.171;0.956;1.563;0.105;Failure
0.629;0.31;0.087;4.86;34.238;44.828;49.182;0.988;1.619;0.105;Failure
0.653;0.333;0.087;3.089;33.873;44.132;49.179;0.967;1.567;0.104;Failure
0.644;0.301;0.089;1.481;34.762;45.33;49.17;1.021;1.656;0.104;Failure
0.64;0.289;0.088;1.636;35.54;45.388;49.158;1.067;1.66;0.104;Failure
0.644;0.302;0.089;3.685;33.964;45.262;49.167;0.972;1.651;0.105;Failure
0.636;0.3;0.088;3.893;34.162;45.642;49.182;0.984;1.679;0.104;Failure
0.609;0.28;0.089;3.614;34.275;45.776;49.172;0.991;1.689;0.105;Failure
0.621;0.273;0.088;4.758;33.557;45.72;49.177;0.947;1.685;0.104;Failure
0.6;0.283;0.088;2.713;35.428;45.083;49.169;1.06;1.637;0.104;Failure
0.627;0.297;0.087;4.673;35.24;45.511;49.17;1.05;1.669;0.104;Failure
0.624;0.286;0.087;2.396;35.702;45.552;49.17;1.078;1.673;0.104;Failure
0.606;0.303;0.087;2.285;36.412;45.463;49.159;1.121;1.666;0.105;Failure
0.656;0.291;0.087;1.56;36.298;45.204;49.166;1.114;1.647;0.104;Failure
0.644;0.322;0.088;2.001;34.884;45.078;49.171;1.029;1.638;0.106;Failure
0.655;0.331;0.089;1.944;34.609;45.129;49.157;1.011;1.641;0.104;Failure
0.638;0.308;0.089;3.377;34.461;45.287;49.169;1.003;1.653;0.104;Failure
0.602;0.297;0.089;4.696;35.11;45.654;49.165;1.042;1.68;0.105;Failure
0.615;0.291;0.088;2.636;34.735;45.712;49.164;1.019;1.685;0.104;Failure
0.632;0.301;0.088;1.221;34.921;45.173;49.18;1.03;1.644;0.105;Failure
0.612;0.29;0.088;3.399;34.708;45.564;49.171;1.017;1.673;0.105;Failure
0.627;0.308;0.087;4.274;36.023;45.571;49.183;1.097;1.674;0.105;Failure
0.646;0.315;0.088;3.941;35.598;45.539;49.152;1.071;1.671;0.105;Failure
0.635;0.319;0.088;1.711;33.947;45.555;49.143;0.97;1.672;0.105;Failure
0.643;0.312;0.089;4.486;33.724;45.64;49.171;0.957;1.679;0.106;Failure
